Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored
31,53,41,6,0,75.60,3,caught,2,v Bangladesh,Mohali,1998-05-14,https://stats.espncricinfo.com/ci/engine/match/66144.html,185,5,16.756756756756758
9,12,7,2,0,128.57,3,bowled,2,v Kenya,Gwalior,1998-05-28,https://stats.espncricinfo.com/ci/engine/match/66149.html,196,10,4.591836734693878
55,101,81,1,1,67.90,3,not out,2,v Sri Lanka,Colombo (RPS),1998-06-19,https://stats.espncricinfo.com/ci/engine/match/66151.html,246,2,22.35772357723577
53,75,53,4,0,100.00,3,not out,2,v New Zealand,Colombo (RPS),1998-06-23,https://stats.espncricinfo.com/ci/engine/match/66153.html,131,2,40.458015267175576
8,17,11,1,0,72.72,4,caught,2,v Sri Lanka,Colombo (SSC),1998-07-01,https://stats.espncricinfo.com/ci/engine/match/66154.html,163,10,4.9079754601226995
5,10,6,0,0,83.33,3,bowled,1,v Sri Lanka,Colombo (RPS),1998-07-07,https://stats.espncricinfo.com/ci/engine/match/66157.html,307,6,1.6286644951140066
28,76,48,3,0,58.33,3,run out,2,v Pakistan,Toronto,1998-09-12,https://stats.espncricinfo.com/ci/engine/match/66041.html,193,4,14.507772020725387
25,39,40,0,2,62.50,3,caught,2,v Pakistan,Toronto,1998-09-13,https://stats.espncricinfo.com/ci/engine/match/66042.html,195,10,12.82051282051282
1,7,5,0,0,20.00,4,lbw,2,v Pakistan,Toronto,1998-09-16,https://stats.espncricinfo.com/ci/engine/match/66043.html,180,10,0.5555555555555556
40,70,56,3,0,71.42,4,caught,2,v Pakistan,Toronto,1998-09-19,https://stats.espncricinfo.com/ci/engine/match/66044.html,182,10,21.978021978021978
101,133,111,10,1,90.99,4,caught,1,v Pakistan,Toronto,1998-09-20,https://stats.espncricinfo.com/ci/engine/match/66045.html,256,9,39.453125
72,115,82,4,1,87.80,3,caught,2,v Zimbabwe,Bulawayo,1998-09-27,https://stats.espncricinfo.com/ci/engine/match/64590.html,236,2,30.508474576271187
